원보험사코드,원수사명,티커,생손보여부,공시분기,항목번호,항목명,종류주,값
KR0003,롯데손해보험,000400,손해보험,2024.2Q,5,현금배당금총액(백만원),-,0.0
KR0003,롯데손해보험,000400,손해보험,2024.3Q,5,현금배당금총액(백만원),-,0.0
KR0003,롯데손해보험,000400,손해보험,2024.4Q,5,현금배당금총액(백만원),-,0.0
KR0003,롯데손해보험,000400,손해보험,2025.1Q,5,현금배당금총액(백만원),-,0.0
KR0003,롯데손해보험,000400,손해보험,2025.2Q,5,현금배당금총액(백만원),-,0.0
KR0003,롯데손해보험,000400,손해보험,2025.3Q,5,현금배당금총액(백만원),-,0.0
KR0003,롯데손해보험,000400,손해보험,2025.4Q,5,현금배당금총액(백만원),-,0.0
KR0003,롯데손해보험,000400,손해보험,2026.1Q,5,현금배당금총액(백만원),-,0.0
KR0003,롯데손해보험,000400,손해보험,2026.2Q,5,현금배당금총액(백만원),-,0.0
KR0003,롯데손해보험,000400,손해보험,2023.1Q,6,주식배당금총액(백만원),-,0.0
KR0003,롯데손해보험,000400,손해보험,2023.2Q,6,주식배당금총액(백만원),-,0.0
KR0003,롯데손해보험,000400,손해보험,2023.3Q,6,주식배당금총액(백만원),-,0.0
KR0003,롯데손해보험,000400,손해보험,2023.4Q,6,주식배당금총액(백만원),-,0.0
KR0003,롯데손해보험,000400,손해보험,2024.1Q,6,주식배당금총액(백만원),-,0.0
KR0003,롯데손해보험,000400,손해보험,2024.2Q,6,주식배당금총액(백만원),-,0.0
KR0003,롯데손해보험,000400,손해보험,2024.3Q,6,주식배당금총액(백만원),-,0.0
KR0003,롯데손해보험,000400,손해보험,2024.4Q,6,주식배당금총액(백만원),-,0.0
KR0003,롯데손해보험,000400,손해보험,2025.1Q,6,주식배당금총액(백만원),-,0.0
KR0003,롯데손해보험,000400,손해보험,2025.2Q,6,주식배당금총액(백만원),-,0.0
KR0003,롯데손해보험,000400,손해보험,2025.3Q,6,주식배당금총액(백만원),-,0.0
KR0003,롯데손해보험,000400,손해보험,2025.4Q,6,주식배당금총액(백만원),-,0.0
KR0003,롯데손해보험,000400,손해보험,2026.1Q,6,주식배당금총액(백만원),-,0.0
KR0003,롯데손해보험,000400,손해보험,2026.2Q,6,주식배당금총액(백만원),-,0.0
KR0005,흥국화재,000540,손해보험,2023.1Q,1,주당액면가액(원),-,5000.0
KR0005,흥국화재,000540,손해보험,2023.2Q,1,주당액면가액(원),-,5000.0
KR0005,흥국화재,000540,손해보험,2023.3Q,1,주당액면가액(원),-,5000.0
KR0005,흥국화재,000540,손해보험,2023.4Q,1,주당액면가액(원),-,5000.0
KR0005,흥국화재,000540,손해보험,2024.1Q,1,주당액면가액(원),-,5000.0
KR0005,흥국화재,000540,손해보험,2024.2Q,1,주당액면가액(원),-,5000.0
KR0005,흥국화재,000540,손해보험,2024.3Q,1,주당액면가액(원),-,5000.0
KR0005,흥국화재,000540,손해보험,2024.4Q,1,주당액면가액(원),-,5000.0
KR0005,흥국화재,000540,손해보험,2025.1Q,1,주당액면가액(원),-,5000.0
KR0005,흥국화재,000540,손해보험,2025.2Q,1,주당액면가액(원),-,5000.0
KR0005,흥국화재,000540,손해보험,2025.3Q,1,주당액면가액(원),-,5000.0
KR0005,흥국화재,000540,손해보험,2025.4Q,1,주당액면가액(원),-,5000.0
KR0005,흥국화재,000540,손해보험,2026.1Q,1,주당액면가액(원),-,5000.0
KR0005,흥국화재,000540,손해보험,2026.2Q,1,주당액면가액(원),-,5000.0
KR0005,흥국화재,000540,손해보험,2023.1Q,3,(별도)당기순이익(백만원),-,96695.0
KR0005,흥국화재,000540,손해보험,2023.2Q,3,(별도)당기순이익(백만원),-,163728.0
KR0005,흥국화재,000540,손해보험,2023.3Q,3,(별도)당기순이익(백만원),-,181812.0
KR0005,흥국화재,000540,손해보험,2023.4Q,3,(별도)당기순이익(백만원),-,316147.0
KR0005,흥국화재,000540,손해보험,2024.1Q,3,(별도)당기순이익(백만원),-,48010.0
KR0005,흥국화재,000540,손해보험,2024.2Q,3,(별도)당기순이익(백만원),-,106991.0
KR0005,흥국화재,000540,손해보험,2024.3Q,3,(별도)당기순이익(백만원),-,197835.0
KR0005,흥국화재,000540,손해보험,2024.4Q,3,(별도)당기순이익(백만원),-,106722.0
KR0005,흥국화재,000540,손해보험,2025.1Q,3,(별도)당기순이익(백만원),-,119580.0
KR0005,흥국화재,000540,손해보험,2025.2Q,3,(별도)당기순이익(백만원),-,132343.0
KR0005,흥국화재,000540,손해보험,2025.3Q,3,(별도)당기순이익(백만원),-,158999.0
KR0005,흥국화재,000540,손해보험,2025.4Q,3,(별도)당기순이익(백만원),-,151689.0
KR0005,흥국화재,000540,손해보험,2026.1Q,3,(별도)당기순이익(백만원),-,-664.0
KR0005,흥국화재,000540,손해보험,2026.2Q,3,(별도)당기순이익(백만원),-,26167.0
KR0005,흥국화재,000540,손해보험,2023.1Q,4,(연결)주당순이익(원),-,1457.0
KR0005,흥국화재,000540,손해보험,2023.2Q,4,(연결)주당순이익(원),-,2419.0
KR0005,흥국화재,000540,손해보험,2023.3Q,4,(연결)주당순이익(원),-,2667.0
