원보험사코드,원수사명,티커,생손보여부,항목번호,항목명,공시분기,값,값_당분기
KR0001,메리츠화재해상보험,000060,손해보험,1,기초 CSM,2024.2Q,104687.3,107426.8
KR0001,메리츠화재해상보험,000060,손해보험,2,신계약 CSM,2024.2Q,7141.9,3419.2
KR0001,메리츠화재해상보험,000060,손해보험,3,이자 부리,2024.2Q,1685.1,855.3
KR0001,메리츠화재해상보험,000060,손해보험,4,가정 및 경험 조정,2024.2Q,-1113.3,-2190.7
KR0001,메리츠화재해상보험,000060,손해보험,5,CSM 상각,2024.2Q,-5759.4,-2869.1
KR0001,메리츠화재해상보험,000060,손해보험,6,기말 CSM,2024.2Q,106641.6,106641.6
KR0001,메리츠화재해상보험,000060,손해보험,1,기초 CSM,2024.3Q,104687.3,106641.6
KR0001,메리츠화재해상보험,000060,손해보험,2,신계약 CSM,2024.3Q,10553.8,3411.9
KR0001,메리츠화재해상보험,000060,손해보험,3,이자 부리,2024.3Q,2538.5,853.4
KR0001,메리츠화재해상보험,000060,손해보험,4,가정 및 경험 조정,2024.3Q,-2786.2,-1672.9
KR0001,메리츠화재해상보험,000060,손해보험,5,CSM 상각,2024.3Q,-8576.8,-2817.4
KR0001,메리츠화재해상보험,000060,손해보험,6,기말 CSM,2024.3Q,106416.6,106416.6
KR0001,메리츠화재해상보험,000060,손해보험,1,기초 CSM,2024.4Q,104687.3,106416.6
KR0001,메리츠화재해상보험,000060,손해보험,2,신계약 CSM,2024.4Q,13795.7,3241.9
KR0001,메리츠화재해상보험,000060,손해보험,3,이자 부리,2024.4Q,3378.4,839.9
KR0001,메리츠화재해상보험,000060,손해보험,4,가정 및 경험 조정,2024.4Q,1519.2,4305.4
KR0001,메리츠화재해상보험,000060,손해보험,5,CSM 상각,2024.4Q,-11501.7,-2924.9
KR0001,메리츠화재해상보험,000060,손해보험,6,기말 CSM,2024.4Q,111878.9,111878.9
KR0001,메리츠화재해상보험,000060,손해보험,1,기초 CSM,2025.1Q,111878.9,111878.9
KR0001,메리츠화재해상보험,000060,손해보험,2,신계약 CSM,2025.1Q,3567.9,3567.9
KR0001,메리츠화재해상보험,000060,손해보험,3,이자 부리,2025.1Q,895.7,895.7
KR0001,메리츠화재해상보험,000060,손해보험,4,가정 및 경험 조정,2025.1Q,-1795.2,-1795.2
KR0001,메리츠화재해상보험,000060,손해보험,5,CSM 상각,2025.1Q,-2876.4,-2876.4
KR0001,메리츠화재해상보험,000060,손해보험,6,기말 CSM,2025.1Q,111670.8,111670.8
KR0001,메리츠화재해상보험,000060,손해보험,1,기초 CSM,2025.2Q,111878.9,111670.8
KR0001,메리츠화재해상보험,000060,손해보험,2,신계약 CSM,2025.2Q,7299.4,3731.5
KR0001,메리츠화재해상보험,000060,손해보험,3,이자 부리,2025.2Q,1798.3,902.6
KR0001,메리츠화재해상보험,000060,손해보험,4,가정 및 경험 조정,2025.2Q,-2750.1,-954.9
KR0001,메리츠화재해상보험,000060,손해보험,5,CSM 상각,2025.2Q,-5744.4,-2868.0
KR0001,메리츠화재해상보험,000060,손해보험,6,기말 CSM,2025.2Q,112482.1,112482.1
KR0001,메리츠화재해상보험,000060,손해보험,1,기초 CSM,2025.3Q,111878.9,112482.1
KR0001,메리츠화재해상보험,000060,손해보험,2,신계약 CSM,2025.3Q,11530.1,4230.7
KR0001,메리츠화재해상보험,000060,손해보험,3,이자 부리,2025.3Q,2700.4,902.1
KR0001,메리츠화재해상보험,000060,손해보험,4,가정 및 경험 조정,2025.3Q,-2706.9,43.2
KR0001,메리츠화재해상보험,000060,손해보험,5,CSM 상각,2025.3Q,-8691.0,-2946.6
KR0001,메리츠화재해상보험,000060,손해보험,6,기말 CSM,2025.3Q,114711.5,114711.5
KR0001,메리츠화재해상보험,000060,손해보험,1,기초 CSM,2025.4Q,111878.9,114711.5
KR0001,메리츠화재해상보험,000060,손해보험,2,신계약 CSM,2025.4Q,15881.7,4351.6
KR0001,메리츠화재해상보험,000060,손해보험,3,이자 부리,2025.4Q,3615.4,915.0
KR0001,메리츠화재해상보험,000060,손해보험,4,가정 및 경험 조정,2025.4Q,-8666.5,-5959.6
KR0001,메리츠화재해상보험,000060,손해보험,5,CSM 상각,2025.4Q,-11672.6,-2981.6
KR0001,메리츠화재해상보험,000060,손해보험,6,기말 CSM,2025.4Q,111037.0,111037.0
KR0001,메리츠화재해상보험,000060,손해보험,1,기초 CSM,2026.1Q,111037.0,111037.0
KR0001,메리츠화재해상보험,000060,손해보험,2,신계약 CSM,2026.1Q,4402.5,4402.5
KR0001,메리츠화재해상보험,000060,손해보험,3,이자 부리,2026.1Q,887.6,887.6
KR0001,메리츠화재해상보험,000060,손해보험,4,가정 및 경험 조정,2026.1Q,-368.6,-368.6
KR0001,메리츠화재해상보험,000060,손해보험,5,CSM 상각,2026.1Q,-3041.2,-3041.2
KR0001,메리츠화재해상보험,000060,손해보험,6,기말 CSM,2026.1Q,112917.3,112917.3
KR0001,메리츠화재해상보험,000060,손해보험,1,기초 CSM,2026.2Q,111037.0,112917.3
KR0001,메리츠화재해상보험,000060,손해보험,2,신계약 CSM,2026.2Q,8942.2,4539.7
KR0001,메리츠화재해상보험,000060,손해보험,3,이자 부리,2026.2Q,1797.0,909.4
KR0001,메리츠화재해상보험,000060,손해보험,4,가정 및 경험 조정,2026.2Q,5690.0,6058.6
KR0001,메리츠화재해상보험,000060,손해보험,5,CSM 상각,2026.2Q,-6258.5,-3217.3
KR0001,메리츠화재해상보험,000060,손해보험,6,기말 CSM,2026.2Q,121207.6,121207.6
KR0002,한화손해보험,000370,손해보험,1,기초 CSM,2023.1Q,37277.8,37277.8
KR0002,한화손해보험,000370,손해보험,2,신계약 CSM,2023.1Q,1332.8,1332.8
KR0002,한화손해보험,000370,손해보험,3,이자 부리,2023.1Q,331.3,331.3
KR0002,한화손해보험,000370,손해보험,4,가정 및 경험 조정,2023.1Q,-848.9,-848.9
KR0002,한화손해보험,000370,손해보험,5,CSM 상각,2023.1Q,-945.2,-945.2
KR0002,한화손해보험,000370,손해보험,6,기말 CSM,2023.1Q,37147.8,37147.8
KR0002,한화손해보험,000370,손해보험,1,기초 CSM,2023.2Q,37277.8,37147.8
KR0002,한화손해보험,000370,손해보험,2,신계약 CSM,2023.2Q,2928.9,1596.1
KR0002,한화손해보험,000370,손해보험,3,이자 부리,2023.2Q,666.3,335.0
KR0002,한화손해보험,000370,손해보험,4,가정 및 경험 조정,2023.2Q,-938.8,-89.9
KR0002,한화손해보험,000370,손해보험,5,CSM 상각,2023.2Q,-1898.8,-953.6
KR0002,한화손해보험,000370,손해보험,6,기말 CSM,2023.2Q,38035.5,38035.5
KR0002,한화손해보험,000370,손해보험,1,기초 CSM,2023.3Q,37277.8,38035.5
KR0002,한화손해보험,000370,손해보험,2,신계약 CSM,2023.3Q,4695.0,1766.1
KR0002,한화손해보험,000370,손해보험,3,이자 부리,2023.3Q,1014.1,347.8
KR0002,한화손해보험,000370,손해보험,4,가정 및 경험 조정,2023.3Q,-1680.4,-741.6
KR0002,한화손해보험,000370,손해보험,5,CSM 상각,2023.3Q,-2864.6,-965.8
KR0002,한화손해보험,000370,손해보험,6,기말 CSM,2023.3Q,38442.0,38442.0
KR0002,한화손해보험,000370,손해보험,1,기초 CSM,2023.4Q,37277.8,38442.0
KR0002,한화손해보험,000370,손해보험,2,신계약 CSM,2023.4Q,6784.0,2089.0
KR0002,한화손해보험,000370,손해보험,3,이자 부리,2023.4Q,1386.6,372.5
KR0002,한화손해보험,000370,손해보험,4,가정 및 경험 조정,2023.4Q,-2299.9,-619.5
KR0002,한화손해보험,000370,손해보험,5,CSM 상각,2023.4Q,-3879.9,-1015.3
KR0002,한화손해보험,000370,손해보험,6,기말 CSM,2023.4Q,39268.6,39268.6
KR0002,한화손해보험,000370,손해보험,1,기초 CSM,2024.1Q,39268.6,39268.6
KR0002,한화손해보험,000370,손해보험,2,신계약 CSM,2024.1Q,1985.8,1985.8
KR0002,한화손해보험,000370,손해보험,3,이자 부리,2024.1Q,369.6,369.6
KR0002,한화손해보험,000370,손해보험,4,가정 및 경험 조정,2024.1Q,-914.8,-914.8
KR0002,한화손해보험,000370,손해보험,5,CSM 상각,2024.1Q,-1027.0,-1027.0
KR0002,한화손해보험,000370,손해보험,6,기말 CSM,2024.1Q,39682.2,39682.2
KR0002,한화손해보험,000370,손해보험,1,기초 CSM,2024.2Q,39268.6,39682.2
KR0002,한화손해보험,000370,손해보험,2,신계약 CSM,2024.2Q,3668.1,1682.3
KR0002,한화손해보험,000370,손해보험,3,이자 부리,2024.2Q,744.5,374.9
KR0002,한화손해보험,000370,손해보험,4,가정 및 경험 조정,2024.2Q,-2016.0,-1101.2
KR0002,한화손해보험,000370,손해보험,5,CSM 상각,2024.2Q,-2052.7,-1025.7
KR0002,한화손해보험,000370,손해보험,6,기말 CSM,2024.2Q,39612.5,39612.5
KR0002,한화손해보험,000370,손해보험,1,기초 CSM,2024.3Q,39268.6,39612.5
KR0002,한화손해보험,000370,손해보험,2,신계약 CSM,2024.3Q,5474.6,1806.5
KR0002,한화손해보험,000370,손해보험,3,이자 부리,2024.3Q,1122.2,377.7
KR0002,한화손해보험,000370,손해보험,4,가정 및 경험 조정,2024.3Q,-3414.3,-1398.3
KR0002,한화손해보험,000370,손해보험,5,CSM 상각,2024.3Q,-3066.7,-1014.0
KR0002,한화손해보험,000370,손해보험,6,기말 CSM,2024.3Q,39384.4,39384.4
KR0002,한화손해보험,000370,손해보험,1,기초 CSM,2024.4Q,39268.6,39384.4
KR0002,한화손해보험,000370,손해보험,2,신계약 CSM,2024.4Q,7409.9,1935.3
KR0002,한화손해보험,000370,손해보험,3,이자 부리,2024.4Q,1499.7,377.5
KR0002,한화손해보험,000370,손해보험,4,가정 및 경험 조정,2024.4Q,-6048.6,-2634.3
KR0002,한화손해보험,000370,손해보험,5,CSM 상각,2024.4Q,-4097.4,-1030.7
KR0002,한화손해보험,000370,손해보험,6,기말 CSM,2024.4Q,38032.2,38032.2
KR0002,한화손해보험,000370,손해보험,1,기초 CSM,2025.1Q,38032.2,38032.2
KR0002,한화손해보험,000370,손해보험,2,신계약 CSM,2025.1Q,1891.2,1891.2
KR0002,한화손해보험,000370,손해보험,3,이자 부리,2025.1Q,368.9,368.9
KR0002,한화손해보험,000370,손해보험,4,가정 및 경험 조정,2025.1Q,514.5,514.5
KR0002,한화손해보험,000370,손해보험,5,CSM 상각,2025.1Q,-1047.2,-1047.2
KR0002,한화손해보험,000370,손해보험,6,기말 CSM,2025.1Q,39759.5,39759.5
KR0002,한화손해보험,000370,손해보험,1,기초 CSM,2025.2Q,38032.2,39759.5
KR0002,한화손해보험,000370,손해보험,2,신계약 CSM,2025.2Q,4510.3,2619.1
KR0002,한화손해보험,000370,손해보험,3,이자 부리,2025.2Q,755.6,386.7
KR0002,한화손해보험,000370,손해보험,4,가정 및 경험 조정,2025.2Q,32.1,-482.4
KR0002,한화손해보험,000370,손해보험,5,CSM 상각,2025.2Q,-2102.3,-1055.1
KR0002,한화손해보험,000370,손해보험,6,기말 CSM,2025.2Q,41228.0,41228.0
KR0002,한화손해보험,000370,손해보험,1,기초 CSM,2025.3Q,38032.2,41228.0
KR0002,한화손해보험,000370,손해보험,2,신계약 CSM,2025.3Q,7350.9,2840.6
KR0002,한화손해보험,000370,손해보험,3,이자 부리,2025.3Q,1160.1,404.5
KR0002,한화손해보험,000370,손해보험,4,가정 및 경험 조정,2025.3Q,-748.6,-780.7
KR0002,한화손해보험,000370,손해보험,5,CSM 상각,2025.3Q,-3187.2,-1084.9
KR0002,한화손해보험,000370,손해보험,6,기말 CSM,2025.3Q,42607.4,42607.4
KR0002,한화손해보험,000370,손해보험,1,기초 CSM,2025.4Q,38032.2,42607.4
KR0002,한화손해보험,000370,손해보험,2,신계약 CSM,2025.4Q,10178.0,2827.1
KR0002,한화손해보험,000370,손해보험,3,이자 부리,2025.4Q,1576.9,416.8
KR0002,한화손해보험,000370,손해보험,4,가정 및 경험 조정,2025.4Q,-4862.7,-4114.1
KR0002,한화손해보험,000370,손해보험,5,CSM 상각,2025.4Q,-4230.5,-1043.3
KR0002,한화손해보험,000370,손해보험,6,기말 CSM,2025.4Q,40693.8,40693.8
KR0002,한화손해보험,000370,손해보험,1,기초 CSM,2026.1Q,40693.8,40693.8
KR0002,한화손해보험,000370,손해보험,2,신계약 CSM,2026.1Q,3024.2,3024.2
KR0002,한화손해보험,000370,손해보험,3,이자 부리,2026.1Q,400.4,400.4
KR0002,한화손해보험,000370,손해보험,4,가정 및 경험 조정,2026.1Q,-221.4,-221.4
KR0002,한화손해보험,000370,손해보험,5,CSM 상각,2026.1Q,-1095.3,-1095.3
KR0002,한화손해보험,000370,손해보험,6,기말 CSM,2026.1Q,42801.7,42801.7
KR0002,한화손해보험,000370,손해보험,1,기초 CSM,2026.2Q,40693.8,42801.7
KR0002,한화손해보험,000370,손해보험,2,신계약 CSM,2026.2Q,6297.8,3273.6
KR0002,한화손해보험,000370,손해보험,3,이자 부리,2026.2Q,824.4,424.0
KR0002,한화손해보험,000370,손해보험,4,가정 및 경험 조정,2026.2Q,-1376.4,-1155.0
KR0002,한화손해보험,000370,손해보험,5,CSM 상각,2026.2Q,-2235.4,-1140.1
KR0002,한화손해보험,000370,손해보험,6,기말 CSM,2026.2Q,44204.2,44204.2
KR0003,롯데손해보험,000400,손해보험,1,기초 CSM,2023.2Q,16774.38,17427.53
KR0003,롯데손해보험,000400,손해보험,2,신계약 CSM,2023.2Q,2654.34,1101.16
KR0003,롯데손해보험,000400,손해보험,3,이자 부리,2023.2Q,358.76,184.33
KR0003,롯데손해보험,000400,손해보험,4,가정 및 경험 조정,2023.2Q,-361.99,319.63
KR0003,롯데손해보험,000400,손해보험,5,CSM 상각,2023.2Q,-807.85,-415.01
KR0003,롯데손해보험,000400,손해보험,6,기말 CSM,2023.2Q,18617.64,18617.64
KR0003,롯데손해보험,000400,손해보험,1,기초 CSM,2023.3Q,16774.4,18617.64
KR0003,롯데손해보험,000400,손해보험,2,신계약 CSM,2023.3Q,4092.1,1437.76
KR0003,롯데손해보험,000400,손해보험,3,이자 부리,2023.3Q,554.0,195.24
KR0003,롯데손해보험,000400,손해보험,4,가정 및 경험 조정,2023.3Q,1981.3,2343.29
KR0003,롯데손해보험,000400,손해보험,5,CSM 상각,2023.3Q,-1316.2,-508.35
KR0003,롯데손해보험,000400,손해보험,6,기말 CSM,2023.3Q,22085.6,22085.6
KR0003,롯데손해보험,000400,손해보험,1,기초 CSM,2023.4Q,16774.4,22085.6
KR0003,롯데손해보험,000400,손해보험,2,신계약 CSM,2023.4Q,5478.9,1386.8
KR0003,롯데손해보험,000400,손해보험,3,이자 부리,2023.4Q,780.5,226.5
KR0003,롯데손해보험,000400,손해보험,4,가정 및 경험 조정,2023.4Q,2801.0,819.7
KR0003,롯데손해보험,000400,손해보험,5,CSM 상각,2023.4Q,-1868.5,-552.3
KR0003,롯데손해보험,000400,손해보험,6,기말 CSM,2023.4Q,23966.2,23966.2
KR0003,롯데손해보험,000400,손해보험,1,기초 CSM,2024.1Q,23966.2,23966.2
KR0003,롯데손해보험,000400,손해보험,2,신계약 CSM,2024.1Q,1266.7,1266.7
KR0003,롯데손해보험,000400,손해보험,3,이자 부리,2024.1Q,242.5,242.5
KR0003,롯데손해보험,000400,손해보험,4,가정 및 경험 조정,2024.1Q,-598.9,-598.9
KR0003,롯데손해보험,000400,손해보험,5,CSM 상각,2024.1Q,-570.8,-570.8
KR0003,롯데손해보험,000400,손해보험,6,기말 CSM,2024.1Q,24305.8,24305.8
KR0003,롯데손해보험,000400,손해보험,1,기초 CSM,2024.2Q,23966.2,24305.8
KR0003,롯데손해보험,000400,손해보험,2,신계약 CSM,2024.2Q,2532.0,1265.3
KR0003,롯데손해보험,000400,손해보험,3,이자 부리,2024.2Q,489.1,246.6
KR0003,롯데손해보험,000400,손해보험,4,가정 및 경험 조정,2024.2Q,-1241.9,-643.0
KR0003,롯데손해보험,000400,손해보험,5,CSM 상각,2024.2Q,-1147.3,-576.5
KR0003,롯데손해보험,000400,손해보험,6,기말 CSM,2024.2Q,24598.0,24598.0
KR0003,롯데손해보험,000400,손해보험,1,기초 CSM,2024.3Q,23966.2,24598.0
KR0003,롯데손해보험,000400,손해보험,2,신계약 CSM,2024.3Q,3645.5,1113.5
KR0003,롯데손해보험,000400,손해보험,3,이자 부리,2024.3Q,738.3,249.2
KR0003,롯데손해보험,000400,손해보험,4,가정 및 경험 조정,2024.3Q,-2101.4,-859.5
KR0003,롯데손해보험,000400,손해보험,5,CSM 상각,2024.3Q,-1718.7,-571.4
KR0003,롯데손해보험,000400,손해보험,6,기말 CSM,2024.3Q,24529.9,24529.9
KR0003,롯데손해보험,000400,손해보험,1,기초 CSM,2024.4Q,23860.8,24529.9
KR0003,롯데손해보험,000400,손해보험,2,신계약 CSM,2024.4Q,4852.5,1207.0
KR0003,롯데손해보험,000400,손해보험,3,이자 부리,2024.4Q,982.4,244.1
KR0003,롯데손해보험,000400,손해보험,4,가정 및 경험 조정,2024.4Q,-4239.7,-2138.3
KR0003,롯데손해보험,000400,손해보험,5,CSM 상각,2024.4Q,-2254.5,-535.8
KR0003,롯데손해보험,000400,손해보험,6,기말 CSM,2024.4Q,23201.6,23201.6
KR0003,롯데손해보험,000400,손해보험,1,기초 CSM,2025.1Q,23201.6,23201.6
KR0003,롯데손해보험,000400,손해보험,2,신계약 CSM,2025.1Q,1098.5,1098.5
KR0003,롯데손해보험,000400,손해보험,3,이자 부리,2025.1Q,233.3,233.3
KR0003,롯데손해보험,000400,손해보험,4,가정 및 경험 조정,2025.1Q,-1430.1,-1430.1
KR0003,롯데손해보험,000400,손해보험,5,CSM 상각,2025.1Q,-522.8,-522.8
KR0003,롯데손해보험,000400,손해보험,6,기말 CSM,2025.1Q,22580.5,22580.5
KR0003,롯데손해보험,000400,손해보험,1,기초 CSM,2025.2Q,23201.6,22580.5
KR0003,롯데손해보험,000400,손해보험,2,신계약 CSM,2025.2Q,2135.4,1036.9
KR0003,롯데손해보험,000400,손해보험,3,이자 부리,2025.2Q,460.1,226.8
KR0003,롯데손해보험,000400,손해보험,4,가정 및 경험 조정,2025.2Q,-2074.6,-644.5
KR0003,롯데손해보험,000400,손해보험,5,CSM 상각,2025.2Q,-1045.5,-522.7
KR0003,롯데손해보험,000400,손해보험,6,기말 CSM,2025.2Q,22676.9,22676.9
KR0003,롯데손해보험,000400,손해보험,1,기초 CSM,2025.3Q,23201.6,22676.9
KR0003,롯데손해보험,000400,손해보험,2,신계약 CSM,2025.3Q,3147.3,1011.9
KR0003,롯데손해보험,000400,손해보험,3,이자 부리,2025.3Q,686.6,226.5
KR0003,롯데손해보험,000400,손해보험,4,가정 및 경험 조정,2025.3Q,-2792.2,-717.6
KR0003,롯데손해보험,000400,손해보험,5,CSM 상각,2025.3Q,-1563.2,-517.7
KR0003,롯데손해보험,000400,손해보험,6,기말 CSM,2025.3Q,22680.0,22680.0
KR0003,롯데손해보험,000400,손해보험,1,기초 CSM,2025.4Q,23201.6,22680.0
KR0003,롯데손해보험,000400,손해보험,2,신계약 CSM,2025.4Q,4121.7,974.4
KR0003,롯데손해보험,000400,손해보험,3,이자 부리,2025.4Q,911.6,225.0
KR0003,롯데손해보험,000400,손해보험,4,가정 및 경험 조정,2025.4Q,-1346.8,1445.4
KR0003,롯데손해보험,000400,손해보험,5,CSM 상각,2025.4Q,-2139.4,-576.2
KR0003,롯데손해보험,000400,손해보험,6,기말 CSM,2025.4Q,24748.6,24748.6
KR0003,롯데손해보험,000400,손해보험,1,기초 CSM,2026.1Q,24748.6,24748.6
KR0003,롯데손해보험,000400,손해보험,2,신계약 CSM,2026.1Q,794.8,794.8
KR0003,롯데손해보험,000400,손해보험,3,이자 부리,2026.1Q,241.5,241.5
KR0003,롯데손해보험,000400,손해보험,4,가정 및 경험 조정,2026.1Q,-108.1,-108.1
KR0003,롯데손해보험,000400,손해보험,5,CSM 상각,2026.1Q,-586.9,-586.9
KR0003,롯데손해보험,000400,손해보험,6,기말 CSM,2026.1Q,25089.9,25089.9
KR0003,롯데손해보험,000400,손해보험,1,기초 CSM,2026.2Q,24748.6,25089.9
KR0003,롯데손해보험,000400,손해보험,2,신계약 CSM,2026.2Q,1428.3,633.5
KR0003,롯데손해보험,000400,손해보험,3,이자 부리,2026.2Q,485.3,243.8
KR0003,롯데손해보험,000400,손해보험,4,가정 및 경험 조정,2026.2Q,-3141.2,-3033.1
KR0003,롯데손해보험,000400,손해보험,5,CSM 상각,2026.2Q,-1089.9,-503.0
KR0003,롯데손해보험,000400,손해보험,6,기말 CSM,2026.2Q,22431.2,22431.2
KR0004,예별손해보험,X,손해보험,1,기초 CSM,2023.4Q,6055.5,
KR0004,예별손해보험,X,손해보험,2,신계약 CSM,2023.4Q,509.7,
KR0004,예별손해보험,X,손해보험,3,이자 부리,2023.4Q,203.1,
KR0004,예별손해보험,X,손해보험,4,가정 및 경험 조정,2023.4Q,477.5,
KR0004,예별손해보험,X,손해보험,5,CSM 상각,2023.4Q,-471.8,
KR0004,예별손해보험,X,손해보험,6,기말 CSM,2023.4Q,6774.0,6774.0
KR0004,예별손해보험,X,손해보험,1,기초 CSM,2024.4Q,6774.0,
KR0004,예별손해보험,X,손해보험,2,신계약 CSM,2024.4Q,174.3,
KR0004,예별손해보험,X,손해보험,3,이자 부리,2024.4Q,247.7,
KR0004,예별손해보험,X,손해보험,4,가정 및 경험 조정,2024.4Q,-3025.9,
KR0004,예별손해보험,X,손해보험,5,CSM 상각,2024.4Q,-525.1,
KR0004,예별손해보험,X,손해보험,6,기말 CSM,2024.4Q,3645.0,3645.0
KR0004,예별손해보험,X,손해보험,1,기초 CSM,2025.4Q,3645.0,
KR0004,예별손해보험,X,손해보험,2,신계약 CSM,2025.4Q,-11.7,
KR0004,예별손해보험,X,손해보험,3,이자 부리,2025.4Q,74.8,
KR0004,예별손해보험,X,손해보험,4,가정 및 경험 조정,2025.4Q,-3534.1,
KR0004,예별손해보험,X,손해보험,5,CSM 상각,2025.4Q,-174.0,
KR0004,예별손해보험,X,손해보험,6,기말 CSM,2025.4Q,0.0,0.0
KR0005,흥국화재,000540,손해보험,1,기초 CSM,2023.1Q,22144.7,22144.7
KR0005,흥국화재,000540,손해보험,2,신계약 CSM,2023.1Q,665.0,665.0
KR0005,흥국화재,000540,손해보험,3,이자 부리,2023.1Q,205.2,205.2
KR0005,흥국화재,000540,손해보험,4,가정 및 경험 조정,2023.1Q,-968.7,-968.7
KR0005,흥국화재,000540,손해보험,5,CSM 상각,2023.1Q,-479.1,-479.1
KR0005,흥국화재,000540,손해보험,6,기말 CSM,2023.1Q,21567.1,21567.1
KR0005,흥국화재,000540,손해보험,1,기초 CSM,2023.2Q,22144.7,21567.1
KR0005,흥국화재,000540,손해보험,2,신계약 CSM,2023.2Q,1375.7,710.7
KR0005,흥국화재,000540,손해보험,3,이자 부리,2023.2Q,403.6,198.4
KR0005,흥국화재,000540,손해보험,4,가정 및 경험 조정,2023.2Q,-1767.8,-799.1
KR0005,흥국화재,000540,손해보험,5,CSM 상각,2023.2Q,-940.4,-461.3
KR0005,흥국화재,000540,손해보험,6,기말 CSM,2023.2Q,21215.8,21215.8
KR0005,흥국화재,000540,손해보험,1,기초 CSM,2023.3Q,22144.7,21215.8
KR0005,흥국화재,000540,손해보험,2,신계약 CSM,2023.3Q,2096.9,721.2
KR0005,흥국화재,000540,손해보험,3,이자 부리,2023.3Q,602.1,198.5
KR0005,흥국화재,000540,손해보험,4,가정 및 경험 조정,2023.3Q,6766.6,8534.4
KR0005,흥국화재,000540,손해보험,5,CSM 상각,2023.3Q,-1555.8,-615.4
KR0005,흥국화재,000540,손해보험,6,기말 CSM,2023.3Q,30054.6,30054.6
KR0005,흥국화재,000540,손해보험,1,기초 CSM,2023.4Q,22144.7,30054.6
KR0005,흥국화재,000540,손해보험,2,신계약 CSM,2023.4Q,2812.0,715.1
KR0005,흥국화재,000540,손해보험,3,이자 부리,2023.4Q,874.1,272.0
KR0005,흥국화재,000540,손해보험,4,가정 및 경험 조정,2023.4Q,3331.2,-3435.4
KR0005,흥국화재,000540,손해보험,5,CSM 상각,2023.4Q,-2108.1,-552.3
KR0005,흥국화재,000540,손해보험,6,기말 CSM,2023.4Q,27053.9,27053.9
KR0005,흥국화재,000540,손해보험,1,기초 CSM,2024.1Q,27053.9,27053.9
KR0005,흥국화재,000540,손해보험,2,신계약 CSM,2024.1Q,694.8,694.8
KR0005,흥국화재,000540,손해보험,3,이자 부리,2024.1Q,244.7,244.7
